idNodo,caracteristica1,caracteristica2
226,-3.9969823,-43.513443
227,-0.41732627,-86.27259
228,-33.39335,-18.526281
229,-60.141617,23.42459
230,-61.342846,-32.822796
231,-26.361246,3.4264436
232,-26.006752,-19.68379
233,45.700386,-32.680237
234,-24.359262,-15.922433
235,-23.17322,-10.757152
236,26.5695,8.767032
237,-7.994493,7.563415
238,2.1248431,23.422585
239,-55.31112,-32.883053
240,-44.633343,-28.639437
241,-11.027244,58.58428
242,-13.226079,-51.409733
243,0.8353791,54.484432
244,3.7642922,-22.707178
245,-7.6358457,-20.63074
246,-2.5120432,-20.473604
247,-26.201347,-19.685703
248,17.748453,-2.8880575
249,-12.6573515,-15.097013
250,14.382077,0.6122362
251,6.4739094,8.321773
252,13.642719,-36.69223
253,-19.90303,12.987374
254,3.3093722,-50.973595
255,-69.03856,26.316315
256,25.273823,-38.211796
257,-43.455746,3.7273183
258,-30.104597,36.451363
259,-14.956406,-42.957054
260,-41.84708,-8.2261505
261,4.063438,-20.156334
262,-2.4609463,19.567287
263,-2.6737082,44.97155
264,68.91279,36.621815
265,-43.166824,-8.495757
266,-32.25123,-11.797424
267,-16.721619,-20.185118
268,-20.327787,-46.323242
269,-13.593275,-12.6591835
270,26.951262,-27.30815
271,-30.016964,-16.193224
272,11.021983,1.2863362
273,-53.749184,-35.236084
274,-52.23595,-37.942863
275,-46.0216,34.343807
276,-25.338491,-21.55569
277,-23.728962,-28.318005
278,-23.016378,-21.421944
279,-31.262806,2.2556555
280,-23.950144,-16.111229
281,-38.671513,6.6509566
282,-46.53097,-25.0255
283,-20.73439,17.371464
284,-54.289722,-34.386646
285,-12.477316,-36.842484
286,-20.647575,-27.40329
287,-48.467884,5.5587373
288,3.189151,49.70728
289,26.94902,65.272194
290,16.75454,-16.749176
291,-52.75016,-31.032217
292,-8.323421,-18.38712
293,6.5558395,-8.904917
294,-29.752375,-15.457716
295,-22.57126,2.174509
296,-1.9562471,57.12742
297,-32.40533,-29.097649
298,69.09818,35.98498
299,-35.590263,-13.280288
300,-0.59973943,47.97242
301,12.738668,-1.2786359
302,-17.454542,47.560642
303,-8.90278,-53.496227
304,47.80584,58.19532
305,-9.893826,49.95351
306,-33.82698,26.503382
307,-22.070963,-48.064793
308,-34.217915,2.6714156
309,-29.956238,20.083406
310,-5.17377,-85.07737
311,-45.377987,34.61769
312,15.163498,48.86622
313,69.21323,38.497444
314,45.861626,-31.88731
315,-28.324638,-5.5118175
316,-63.993282,24.383574
317,0.2385766,-9.8628025
318,19.970953,-60.56579
319,-11.285403,55.489956
320,-14.677394,46.629604
321,-44.873287,-36.65185
322,-21.745075,-38.98966
323,38.58304,64.58807
324,-49.005028,-15.157988
325,22.995611,13.957988
326,27.66053,-10.765178
327,-51.635437,-30.92938
328,-18.179958,-2.4841917
329,9.259437,30.00169
330,5.687164,-1.1211623
331,-18.652897,7.3170185
332,-27.363382,13.935458
333,3.840328,-2.750573
334,18.311039,0.19779058
335,18.09437,58.264698
336,11.47689,-22.95821
337,17.154242,-4.6535764
338,-16.417465,-28.985977
339,-66.46116,-10.852042
340,29.253,-1.5392057
341,1.9920932,-1.3061116
342,-0.735406,8.870667
343,1.2567235,-40.749435
344,-28.447014,4.6160583
345,-61.58227,26.109781
346,-26.369574,-7.503993
347,-51.92574,-42.301014
348,-5.5103235,9.336501
349,-7.862144,-12.171587
350,-10.0207815,8.719558
351,-15.872372,-39.519966
352,-9.387606,-50.18762
353,22.614637,69.12155
354,-30.435514,36.023502
355,-1.1999797,-49.48412
356,-21.410744,31.16485
357,-46.14883,0.8418158
358,-41.262062,-7.697089
359,-57.59915,-14.360551
360,-57.179417,-65.02918
361,-26.514423,19.927843
362,3.3545995,-6.1736007
363,2.9818156,-42.352688
364,-16.418047,-45.46285
365,-32.782455,-15.286287
366,-51.992214,-7.8038597
367,-19.389668,34.903366
368,-27.648611,-38.488117
369,-57.496243,18.643055
370,-10.231173,-30.310472
371,-22.417143,32.018665
372,9.106496,30.806047
373,43.049816,56.523304
374,-12.617683,-1.7448621
375,15.192967,-17.455507
376,-44.9166,-26.820322
377,8.6099825,-28.458433
378,-25.464045,19.799417
379,-12.576295,-52.846573
380,9.483477,-23.866854
381,-14.787732,-39.28757
382,29.615929,2.4088917
383,-20.40822,28.987371
384,13.487269,2.875503
385,24.631699,-35.473927
386,-60.376377,33.43823
387,2.6471496,21.80514
388,-55.94074,-15.182749
389,-26.439888,19.44315
390,-25.780382,43.599014
391,-20.256996,-48.097794
392,-31.276558,-22.235415
393,-29.647442,41.697582
394,-16.720303,17.21704
395,-26.686687,-53.532852
396,13.78995,-16.380848
397,15.107258,22.282375
398,-51.95708,20.785627
399,-27.718988,-10.304206
400,0.18572792,23.23788
401,-0.0049008573,55.035202
402,-3.9618192,-44.437546
403,-13.760959,-10.42972
404,43.871563,57.090805
405,-26.057653,42.19566
406,22.924778,59.8901
407,-17.121195,53.40042
408,-72.10009,54.212364
409,-1.0077895,-44.84822
410,-51.32361,20.567144
411,-15.354587,18.774609
412,13.628964,-16.04769
413,-18.51346,20.775713
414,-21.134678,-33.714058
415,-26.630575,11.947144
416,-20.01344,-11.2540045
417,0.317143,-40.25716
418,-15.594038,-38.606644
419,-2.4119892,-57.35547
420,12.243852,-3.8128927
421,-35.90419,17.175903
422,9.998535,32.93039
423,3.19585,21.230833
424,-23.864714,-29.023844
425,-7.2582965,-44.116253
426,-57.898724,-11.348896
427,-8.741987,-11.564989
428,-29.672483,-29.78276
429,-38.259815,16.239326
430,-31.636738,-7.1377296
431,14.137404,-65.24794
432,18.078663,-35.449974
433,-51.978,31.259377
434,36.87151,58.017414
435,-30.220629,-60.20887
436,-65.19203,-33.26795
437,24.455791,-32.849697
438,-17.024147,-46.264484
439,3.9278889,-42.50461
440,-45.956207,-23.85463
441,-9.689406,8.240306
442,-68.23262,26.284271
443,-34.209057,42.186943
444,-57.737602,-20.986929
445,-11.557064,59.080044
446,8.019364,-16.513697
447,-14.647295,-18.225952
448,-20.19785,12.329413
449,-29.662401,12.0682
450,6.771402,0.84402514
451,-37.45629,9.311873
452,-55.324512,-33.002502
453,11.648711,-26.38631
454,-33.25285,23.514189
455,2.2793925,12.500518
456,-13.555507,5.7401147
457,-31.259607,-27.951256
458,-24.99513,-53.784317
459,31.877567,6.1650305
460,-7.8498793,-20.592657
461,2.1207461,-68.23503
462,0.73133063,-17.585035
463,-37.624737,11.65864
464,-1.0337155,-41.88355
465,-25.181787,11.187019
466,-19.960241,-11.69385
467,-26.745138,-6.278571
468,-53.378544,66.56421
469,-23.13571,-24.572895
470,-10.967545,-60.918026
471,-7.2581306,-33.245865
472,-29.756252,-15.66686
473,-44.123993,-38.62188
474,-53.750156,-20.069855
475,-41.74875,2.8260624
476,-53.695667,65.19041
477,6.9372416,-24.105646
478,-9.713901,-41.31836
479,-26.542667,-19.073616
480,-8.295236,-36.00625
481,-25.544813,45.24806
482,43.72592,61.166027
483,12.1572275,-16.926046
484,35.287968,4.4569974
485,-51.19242,33.87047
486,-5.340867,36.38601
487,-33.280605,-31.988163
488,-66.33057,25.516624
489,-31.693924,32.7119
490,-32.473476,-12.090128
491,30.722075,7.151273
492,-49.484272,11.578697
493,-37.280212,1.1356006
494,-43.118534,-29.67239
495,3.46503,8.069954
496,-14.813974,63.30277
497,6.634222,10.031303
498,2.1132057,-52.713425
499,-24.525694,-50.46979
500,-6.4094653,-67.733
501,-52.26515,-30.302366
502,-54.213436,41.491024
503,-35.978344,66.69808
504,12.593518,73.411156
505,-43.34057,3.8006728
506,-55.289482,23.812338
507,-12.514707,69.59548
508,-17.282019,47.126392
509,-22.481617,14.579329
510,36.707523,54.958454
511,13.693693,28.900555
512,-43.51962,-38.49926
513,-28.963741,-11.292588
514,-25.171991,-5.49785
515,-56.88247,-30.170883
516,-16.178965,21.204424
517,32.571785,56.487045
518,-27.462893,-47.93814
519,43.33938,58.17117
520,-21.899128,-12.163508
521,-22.737288,-11.389166
522,-15.916016,-7.660194
523,12.588778,2.7840657
524,13.295851,-0.9818127
525,-36.216568,3.8161733
526,-34.06262,19.7821
527,-14.95488,15.709292
528,-47.268494,-27.339252
529,-58.22627,27.541988
530,-52.08193,60.68686
531,-15.516588,-47.91621
532,-54.349255,-32.711338
533,-49.401913,27.30477
534,-13.418869,-50.531036
535,-14.910173,-42.563995
536,-17.394056,17.741617
537,26.737694,71.72229
538,-1.9193511,54.91214
539,-10.279648,-0.64304835
540,-3.0232277,-33.568188
541,-15.364095,47.71412
542,-22.637642,2.6914423
543,-26.597773,-31.94707
544,-32.858723,-35.503895
545,-23.79611,-39.216434
546,-20.952621,-43.918053
547,-23.78358,-8.247712
548,-31.19842,-15.296577
549,-43.570827,15.851711
550,-23.516855,1.4492873
551,8.906562,2.4381995
552,-27.527632,-6.568518
553,-38.113564,-29.999811
554,-0.09202716,-32.965782
555,-21.007895,-8.929359
556,-19.049631,-15.737001
557,-64.59836,25.176416
558,-41.23638,13.504264
559,-32.674225,-11.411756
560,-33.14946,7.3285403
561,-14.819356,-27.486755
562,-53.057148,-36.24793
563,-22.944595,-39.205437
564,-24.967682,13.829353
565,-2.643742,60.9184
566,-48.213093,-1.7991321
567,-16.589016,-28.019104
568,14.904854,52.60568
569,31.266582,53.057766
570,-0.23386024,57.80414
571,-4.472924,-34.921124
572,-13.251657,-2.4711308
573,84.387764,34.824047
574,-4.7376804,29.404226
575,-35.79855,37.848637
576,-18.138891,-26.380072
577,2.831441,-39.98436
578,-38.14773,2.2045546
579,2.8490016,35.298527
580,-72.10259,56.204006
581,-9.892593,-10.206697
582,-8.042783,8.815197
583,7.0604796,-10.739025
584,-69.112686,25.397505
585,-26.27289,2.299543
586,-27.760923,40.654667
587,16.154955,-20.934809
588,-21.538862,57.516136
589,-45.75548,-8.8273945
590,-39.037907,-29.65089
591,9.775111,-20.28832
592,-30.628944,-50.382977
593,-40.584827,3.3142514
594,-19.881954,59.6794
595,-8.915317,-15.986724
596,-20.591095,-50.632877
597,-25.083395,-45.183716
598,-59.937786,38.899185
599,-22.28173,-44.033035
600,12.078325,-26.498976
601,-15.921308,-37.33954
602,2.7931604,35.471653
603,-17.117842,-13.437793
604,-26.039623,-47.51516
605,-8.121978,31.475094
606,-22.505732,-61.93615
607,-28.213726,-51.284477
608,-20.329182,29.269386
609,-0.24942629,50.451477
610,84.84847,29.708921
611,-25.533907,-8.041132
612,-23.836823,-43.642826
613,-61.09149,24.60921
614,22.677122,26.770422
615,4.455214,-38.20518
616,-28.49339,-52.544933
617,13.181902,47.43164
618,-15.468504,48.68027
619,10.061644,-59.635628
620,-53.57949,-20.192808
621,-18.749043,47.523712
622,-29.408722,-52.141495
623,4.2612987,52.43614
624,-39.091473,9.115451
625,-20.54639,-35.627598
626,-39.165905,-7.564733
627,-32.66716,-47.819386
628,-68.612495,26.112793
629,-14.166954,46.54675
630,-54.330467,-4.3387666
631,-11.111901,63.889336
632,-24.219332,26.47449
633,13.322898,-18.21553
634,-11.793695,60.38063
635,-62.27028,26.938372
636,48.81212,9.40803
637,-42.05867,-28.931974
638,-10.082022,-26.44655
639,-2.323292,-14.436332
640,-0.72628105,-11.052626
641,-12.033413,59.579735
642,-19.670504,58.497326
643,-24.753107,-5.6359363
644,-12.222017,-10.656316
645,-5.221216,-85.196335
646,-32.31562,-6.3607736
647,9.0818,16.562862
648,-49.313076,-31.243975
649,-48.618706,-38.440792
650,-19.078129,-40.125797
651,-25.374903,-25.72478
652,41.878258,60.018658
653,8.8868,-26.15968
654,-14.155219,-29.369102
655,-68.38323,26.180113
656,-24.300476,-8.03066
657,3.119682,-7.3827147
658,0.06446346,54.875908
659,-16.467562,10.306068
660,-49.66906,-2.4195564
661,-34.929756,67.48597
662,41.83593,57.130383
663,18.006552,-22.26563
664,-22.5262,-1.511272
665,0.6786776,6.486297
666,-49.05418,-31.41372
667,15.825274,-20.674164
668,-49.071724,-24.927862
669,13.024764,17.178688
670,-22.660017,-14.039475
671,2.1198425,7.476843
672,-47.52299,-8.140406
673,-34.61491,-5.6696825
674,82.44428,32.35081
675,-28.918184,13.281452
676,3.6913905,-39.626423
677,-53.51616,-12.342481
678,15.27906,-20.351301
679,-31.353794,-15.092439
680,28.37833,2.1095011
681,-5.5041847,22.523754
682,-11.946456,11.211567
683,-26.266136,-19.54734
684,41.72744,-24.743694
685,-24.353485,27.216793
686,-5.7254205,-18.684292
687,-5.295236,-37.1944
688,-63.839787,24.51071
689,11.816475,-23.401703
690,2.3360405,-42.64067
691,-23.828732,9.21931
692,-2.0624576,17.499844
693,9.554789,14.112584
694,-22.420744,-39.80608
695,17.548906,-16.319914
696,-40.461502,14.185515
697,-5.2115574,-85.30167
698,5.309316,-1.5273255
699,-18.567825,23.346148
700,-22.072569,-22.962135
701,-11.524118,59.55637
702,30.143398,59.739918
703,3.5576508,-47.800213
704,-39.699013,17.247149
705,-45.667336,3.440101
706,5.8129005,21.547018
707,-26.85386,15.400984
708,-31.21154,-32.689068
709,-49.23457,-31.037695
710,-20.290918,-13.259468
711,29.549894,2.4965477
712,-26.69113,-9.444342
713,-35.967564,-29.884148
714,-26.089746,5.709744
715,-1.2043595,45.95016
716,-10.7994,-44.784523
717,-42.402527,-33.07209
718,22.784515,60.31276
719,-67.779236,27.2936
720,-30.655064,-30.682592
721,6.15086,39.843826
722,-1.3307222,24.801462
723,-40.73064,-9.142458
724,-23.523478,26.565683
725,-2.0581405,51.704666
726,30.149878,51.645565
727,-62.34794,23.34011
728,-29.582909,-20.01154
729,15.318605,21.508617
730,-56.17243,26.486347
731,-22.637571,-34.73379
732,-51.59243,20.666424
733,-45.92072,2.9392934
734,-12.500074,-10.999566
735,2.8173308,21.773607
736,-4.8350773,23.532204
737,-20.315384,0.03322124
738,9.297166,-30.891218
739,35.66091,2.6247287
740,-26.016891,43.636715
741,38.40078,13.419636
742,-19.053303,47.60118
743,-27.184462,21.533081
744,-19.2766,80.88254
745,10.085049,32.57402
746,-33.337364,40.681213
747,51.30024,-22.176065
748,-36.63073,13.044411
749,-26.062113,43.682487
750,-13.560543,-8.897695
751,-57.334263,-1.2614405
752,-5.6336703,9.915968
753,-35.925766,-29.925274
754,-3.4658241,-43.88876
755,-30.850492,-18.087627
756,-54.444798,-45.940395
757,-48.83728,-24.693907
758,-15.350524,-4.1521826
759,-8.743723,-20.984068
760,-68.67082,25.748507
761,17.232878,-60.747784
762,2.7465477,21.748579
763,-10.383071,-38.755436
764,-25.729595,-49.058815
765,-20.754354,-15.995608
766,-42.489555,-30.53956
767,18.355196,37.859188
768,2.7918684,44.88033
769,2.7942946,43.90078
770,-32.573624,-29.220232
771,26.957338,73.4924
772,-44.89736,-28.931623
773,-23.114145,-17.95044
774,-25.632036,3.6137972
775,-23.160448,-10.683059
776,-10.409886,-48.402912
777,-39.89936,-28.677576
778,6.851359,-11.307123
779,-6.4019046,4.8985724
780,-31.605793,32.415916
781,-49.993443,-22.898094
782,-31.983004,23.45168
783,-15.697322,47.212345
784,-41.47419,-1.8733189
785,-13.684805,9.264031
786,68.961075,35.733498
787,26.726917,72.07403
788,45.263367,58.691116
789,-48.485455,5.54874
790,36.524742,53.987606
791,-35.818954,37.738163
792,8.668546,-51.893417
793,-21.600105,3.7556937
794,21.624266,-39.31456
795,-14.984485,60.885338
796,-8.998638,-52.29094
797,-22.157877,-42.12853
798,-11.304738,-51.29766
799,12.093335,-1.9287052
800,8.591379,13.781485
801,-13.549655,-50.51813
802,-13.991154,-50.655865
803,13.200083,72.60095
804,-3.2609587,-16.987267
805,-25.62549,45.20118
806,26.93949,73.453995
807,44.199627,61.530937
808,17.09277,-37.144444
809,-15.326432,-17.287508
810,-46.29468,-26.2158
811,-48.436905,-25.876167
812,-17.393312,5.3620706
813,-26.333654,26.397945
814,-28.023254,27.366362
815,18.389584,-63.241467
816,-15.012724,60.678
817,-37.866825,-8.459704
818,-25.77311,-10.200056
819,-27.571066,0.7819719
820,5.3643274,45.088337
821,-11.568932,10.3104315
822,43.985077,57.95138
823,-18.05271,-26.014074
824,-14.197852,17.23483
825,7.137082,10.331365
826,-23.66185,8.072294
827,-52.460075,-38.93202
828,46.077732,63.068836
829,-28.37387,-51.38863
830,9.409766,-52.876045
831,3.6759374,76.446976
832,5.5165095,39.037083
833,12.8695755,-1.2844968
834,-52.35781,-30.405067
835,5.3272724,-8.686087
836,-26.627438,25.940384
837,71.10452,44.17465
838,43.02027,60.76285
839,-10.396841,-54.234463
840,-48.41283,-24.551432
841,-32.833824,-1.313101
842,1.290819,0.32695532
843,-27.925892,-39.31066
844,-22.842745,-14.257311
845,-6.613738,60.310116
846,-31.138126,2.2956913
847,-28.635225,26.37369
848,-71.82173,55.367844
849,52.774624,-22.96101
850,18.861078,-32.411003
851,-23.317808,-18.200861
852,-16.914373,-20.939934
853,-3.91705,-33.77055
854,-57.09359,-15.75027
855,-49.061283,-33.84427
856,-2.1613452,-13.401104
857,-4.3450327,12.856079
858,11.108452,4.317021
859,-56.852238,32.57818
860,-49.478844,-4.3941364
861,-51.611652,4.9806433
862,-57.006626,32.503487
863,-36.81665,2.6180007
864,5.1932898,-1.4528153
865,2.1680577,-51.25524
866,-31.38047,34.139194
867,-13.142629,-2.5657382
868,-23.05348,-41.39575
869,23.094408,27.203588
870,0.019761862,7.3645964
871,-51.963646,60.696556
872,-26.605717,-14.383
873,-12.471517,-36.605198
874,-36.55137,13.456321
875,-34.9966,13.207258
876,-22.537949,-49.12802
877,-7.7830315,-20.63548
878,-35.169113,12.805034
879,-25.50914,27.71852
880,-53.341904,-12.3005495
881,-71.85116,55.5074
882,-11.582911,-31.037569
883,-52.27026,-29.456562
884,44.804634,55.84334
885,3.4139862,25.954622
886,4.751601,17.647005
887,26.206253,-36.291523
888,42.833733,58.159866
889,12.142736,72.75516
890,-57.791817,-32.49588
891,-8.804625,7.8093934
892,-10.067743,-31.312494
893,-20.28462,-47.495842
894,-58.096897,-11.531958
895,-57.486,-16.942427
896,-65.389786,25.203447
897,-41.091393,13.5907545
898,-22.300362,6.2473207
899,-21.96211,-12.468409
900,10.085655,-32.76999
901,12.701679,-18.467703
902,-9.73407,53.32824
903,-10.860679,17.306005
904,8.555844,-51.8894
905,-19.180109,-30.576584
906,-26.329494,-18.926369
907,-1.0180423,-10.1535225
908,-33.409767,-6.5960755
909,-26.632404,11.723574
910,-32.74622,23.373074
911,-64.74043,27.15609
912,-20.77578,17.361626
913,-24.878338,15.996873
914,69.164825,36.16374
915,-25.14037,41.06025
916,9.371113,30.34052
917,11.2415495,-31.25176
918,-13.313543,-37.703873
919,-9.8801565,-9.693028
920,-11.406374,-29.996231
921,-25.823484,44.210537
922,-0.8454087,54.694626
923,-8.073775,-43.429646
924,-28.24873,14.557217
925,-45.40663,-27.520517
926,17.683846,-2.0611079
927,-48.90187,-29.403372
928,-17.840397,3.6219063
929,-21.548763,-39.46989
930,18.03438,-2.8124208
931,4.413664,19.75048
932,2.8253095,44.789722
933,36.97365,58.0008
934,-31.60311,-3.4580774
935,-57.305977,-16.113262
936,-24.872658,9.502188
937,23.454103,-1.2212961
938,-18.123266,-38.911
939,10.245145,-39.539337
940,0.71071386,-44.940407
941,-3.2027984,-47.42485
942,22.605673,69.14508
943,-33.112553,-11.75489
944,-12.212022,-2.3541605
945,-24.363655,10.791303
946,-25.603024,-3.252709
947,-28.98145,-21.061634
948,3.2391105,7.8354177
949,-17.724318,-48.134804
950,39.034508,55.98662
951,16.48046,21.501196
952,-36.43331,-2.944921
953,-18.062574,-47.790493
954,0.44749895,-33.021538
955,18.178835,67.08534
956,40.4985,60.16002
957,-54.159584,-38.69752
958,-15.414884,-34.048935
959,14.215232,18.879562
960,-45.855865,2.8902447
961,15.219692,14.556847
962,-3.6203852,-7.985435
963,-31.155298,-51.852116
964,-14.661119,-29.799738
965,-0.029646374,9.535336
966,-27.085667,-26.239075
967,-53.621468,-35.281494
968,11.891466,-26.557352
969,-53.664047,-8.037726
970,-34.12679,-15.751713
971,69.08225,38.38268
972,7.9919715,77.60121
973,-17.339293,-38.791218
974,7.198892,-37.770847
975,30.405807,51.91878
976,-29.061993,-24.051567
977,-49.381622,15.153519
978,-26.849403,81.33288
979,27.492937,-39.60942
980,16.41732,1.2686393
981,25.865662,62.82342
982,-6.658655,25.011038
983,5.5521708,44.926704
984,-50.479244,-13.272335
985,-14.786639,63.85236
986,4.1489854,50.9439
987,-31.662796,32.622242
988,-6.453069,-17.956123
989,16.787922,-16.6081
990,10.5836115,31.441517
991,-0.6534716,57.366917
992,-21.053877,-24.89733
993,-32.05142,2.350646
994,-33.347614,-18.55778
995,-32.1992,-6.484395
996,-26.47811,-21.965755
997,-22.808908,-1.0933731
998,10.805504,21.803005
999,-29.61602,41.811657
1000,-40.956608,-31.644514
1001,-14.177364,-29.013092
1002,-57.241108,-1.34553
1003,-55.097214,23.730167
1004,13.909063,18.545338
1005,-46.711758,-30.230457
1006,21.374502,22.612959
1007,-25.079088,-9.534185
1008,-31.782066,-15.27563
1009,-44.341328,-38.633717
1010,17.50439,-2.4304287
1011,-28.028807,-3.1742516
1012,-16.692947,17.187746
1013,-17.862116,-8.408908
1014,10.792957,49.285465
1015,4.916817,77.74731
1016,-42.71108,-35.40447
1017,-12.50183,-52.98705
1018,-30.785616,-8.149609
1019,-50.624767,-40.930447
1020,-17.84511,-20.4888
1021,-0.6424201,-39.98017
1022,-11.38291,54.434097
1023,-26.532536,44.660267
1024,-4.098473,53.187088
1025,-21.184462,-45.976074
1026,41.763664,53.60294
1027,-34.758274,-12.452522
1028,-40.307793,6.4037495
1029,-42.82905,-27.948023
1030,-24.513666,-20.97941
1031,-36.298847,-6.5868635
1032,-56.577194,-15.294824
1033,-29.950283,24.083662
1034,26.847849,71.92317
